"UserID","sex","age"
"ID20003813","M",28
"ID10003814","F",55
"ID10003815","M",38
"ID10003816","F",52
"ID10003817","M",36
"ID20003818","F",53
"ID10003819","F",53
"ID20003820","M",39
"ID10003821","F",58
"ID20003822","M",32
"ID10003823","M",28
"ID20003824","M",30
"ID20003825","F",53
"ID10003826","F",54
"ID10003827","F",60
"ID10003828","M",33
"ID20003829","M",36
"ID10003830","F",58
"ID20003831","M",19
"ID20003832","F",56
"ID10003833","M",55
"ID20003834","F",51
"ID10003835","F",55
"ID20003836","M",30
"ID10003837","M",34
"ID20003838","F",56
"ID10003839","M",44
"ID10003840","M",51
"ID10003841","F",57
"ID20003842","F",54
"ID10003843","F",54
"ID20003844","M",37
"ID10003845","M",36
"ID20003846","M",24
"ID10003847","F",55
"ID10003848","M",30
"ID20003849","M",38
"ID10003850","F",56
"ID20003851","F",58
"ID10003852","F",52
"ID10003853","F",53
"ID20003854","F",55
"ID20003855","M",38
"ID20003856","M",30
"ID10003857","M",24
"ID10003858","M",38
"ID10003859","M",39
"ID20003860","M",42
"ID10003861","M",40
"ID10003862","M",45
"ID20003863","F",56
"ID10003864","F",55
"ID10003865","F",53
"ID10003866","M",41
"ID20003867","F",52
"ID10003868","M",28
"ID20003869","M",46
"ID20003870","M",22
"ID20003871","M",42
"ID10003872","F",50
"ID10003873","M",31
"ID20003874","M",43
"ID10003875","M",42
"ID10003876","F",55
"ID10003877","M",41
"ID20003878","F",56
"ID10003879","F",57
"ID20003880","F",60
"ID20003881","F",51
"ID10003882","F",55
"ID20003883","M",42
"ID20003884","F",59
"ID10003885","M",30
"ID20003886","F",55
"ID20003887","F",60
"ID10003888","F",53
"ID20003889","M",43
"ID10003890","M",35
"ID10003891","M",27
"ID20003892","M",26
"ID20003893","F",53
"ID20003894","M",36
"ID20003895","M",12
"ID10003896","M",34
"ID20003897","F",55
"ID20003898","F",51
"ID20003899","M",37
"ID10003900","F",52
"ID10003901","F",52
"ID20003902","M",31
"ID10003903","M",33
"ID20003904","F",54
"ID20003905","M",41
"ID10003906","F",55
"ID10003907","F",58
"ID20003908","M",30
"ID10003909","M",30
"ID20003910","M",31
"ID10003911","F",59
"ID10003912","M",42
"ID10003913","M",45
"ID20003914","F",53
"ID10003915","F",56
"ID10003916","F",55
"ID10003917","M",39
"ID20003918","M",25
"ID20003919","M",28
"ID20003920","M",41
"ID20003921","M",31
"ID20003922","M",41
"ID10003923","M",21
"ID10003924","M",30
"ID10003925","F",58
"ID10003926","M",33
"ID10003927","M",48
"ID10003928","M",36
"ID20003929","F",52
"ID20003930","M",25
"ID20003931","M",39
"ID10003932","F",53
"ID10003933","F",59
"ID10003934","M",42
"ID10003935","F",55
"ID20003936","F",55
"ID10003937","M",31
"ID20003938","M",32
"ID10003939","M",31
"ID20003940","M",42
"ID10003941","M",31
"ID10003942","F",53
"ID20003943","F",57
"ID20003944","M",33
"ID10003945","F",56
"ID10003946","M",26
"ID20003947","M",29
"ID10003948","F",60
"ID20003949","F",57
"ID10003950","M",35
"ID10003951","M",29
"ID20003952","M",36
"ID20003953","M",34
"ID20003954","M",28
"ID20003955","M",34
"ID10003956","M",32
"ID10003957","F",61
"ID20003958","M",29
"ID20003959","F",61
"ID10003960","F",52
"ID10003961","F",56
"ID20003962","M",34
"ID10003963","M",39
"ID10003964","M",42
"ID20003965","M",44
"ID10003966","F",55
"ID10003967","M",33
"ID20003968","M",47
"ID10003969","M",44
"ID20003970","M",22
"ID10003971","M",39
"ID10003972","F",51
"ID10003973","F",55
"ID20003974","F",55
"ID10003975","F",55
"ID20003976","M",39
"ID20003977","M",32
"ID10003978","M",22
"ID20003979","M",20
"ID20003980","M",33
"ID20003981","F",58
"ID20003982","F",54
"ID20003983","F",55
"ID10003984","M",36
"ID10003985","F",52
"ID20003986","M",28
"ID10003987","M",43
"ID10003988","M",27
"ID10003989","M",25
"ID10003990","M",28
"ID10003991","M",32
"ID10003992","F",54
"ID10003993","F",57
"ID10003994","F",61
"ID20003995","M",35
"ID20003996","F",54
"ID10003997","M",37
"ID10003998","M",29
"ID10003999","F",53
"ID10004000","M",34
"ID20004001","M",34
"ID10004002","F",56
"ID20004003","F",52
"ID20004004","F",55
"ID10004005","F",59
"ID20004006","F",60
"ID10004007","F",49
"ID10004008","M",33
"ID20004009","F",54
"ID10004010","M",32
"ID10004011","M",38
"ID20004012","M",27
"ID20004013","M",48
"ID10004014","F",56
"ID10004015","M",41
"ID10004016","M",35
"ID10004017","F",58
"ID10004018","M",32
"ID10004019","M",24
"ID20004020","M",33
"ID20004021","F",62
"ID20004022","M",27
"ID10004023","F",51
"ID20004024","M",31
"ID20004025","F",54
"ID10004026","F",51
"ID20004027","M",38
"ID10004028","M",28
"ID10004029","F",56
"ID10004030","F",56
"ID20004031","F",59
"ID20004032","M",30
"ID20004033","F",49
"ID20004034","M",35
"ID20004035","F",52
"ID20004036","F",59
"ID10004037","M",23
"ID20004038","M",34
"ID10004039","F",52
"ID20004040","M",38
"ID20004041","M",36
"ID10004042","F",54
"ID10004043","M",23
"ID10004044","M",39
"ID10004045","F",53
"ID10004046","M",35
"ID20004047","M",33
"ID10004048","M",39
"ID10004049","F",55
"ID10004050","M",30
"ID10004051","M",33
"ID20004052","F",52
"ID20004053","M",37
"ID10004054","M",32
"ID10004055","M",34
"ID20004056","M",35
"ID20004057","F",53
"ID10004058","F",59
"ID10004059","M",50
"ID20004060","F",56
"ID10004061","F",55
"ID20004062","M",46
"ID10004063","M",34
"ID20004064","F",57
"ID10004065","F",54
"ID10004066","M",26
"ID20004067","M",44
"ID10004068","M",40
"ID20004069","F",56
"ID10004070","M",36
"ID20004071","M",27
"ID10004072","M",39
"ID20004073","F",51
"ID20004074","F",58
"ID20004075","M",33
"ID20004076","M",43
"ID10004077","M",34
"ID10004078","M",28
"ID20004079","M",27
"ID10004080","M",46
"ID20004081","M",33
"ID10004082","M",34
"ID20004083","M",41
"ID20004084","M",50
"ID20004085","M",29
"ID20004086","M",42
"ID20004087","F",54
"ID20004088","F",55
"ID10004089","F",56
"ID20004090","F",57
"ID10004091","M",28
"ID20004092","F",55
"ID10004093","M",26
"ID10004094","M",23
"ID20004095","M",26
"ID20004096","F",55
"ID20004097","M",33
"ID10004098","F",52
"ID10004099","M",21
"ID10004100","M",29
"ID20004101","F",58
"ID10004102","M",23
"ID20004103","M",30
"ID20004104","F",59
"ID10004105","F",57
"ID20004106","F",55
"ID20004107","M",45
"ID20004108","F",53
"ID10004109","F",58
"ID20004110","M",43
"ID10004111","M",31
"ID20004112","M",29
"ID20004113","M",32
"ID20004114","M",37
"ID20004115","M",32
"ID10004116","M",37
"ID20004117","F",52
"ID20004118","M",34
"ID20004119","F",60
"ID10004120","M",44
"ID10004121","M",41
"ID10004122","M",33
"ID20004123","F",56
"ID10004124","F",53
"ID20004125","F",50
"ID10004126","F",53
"ID20004127","M",37
"ID10004128","M",34
"ID20004129","M",38
"ID20004130","M",13
"ID20004131","M",33
"ID20004132","M",46
"ID10004133","M",32
"ID20004134","M",37
"ID20004135","F",61
"ID10004136","M",50
"ID10004137","F",53
"ID20004138","F",54
"ID10004139","M",37
"ID20004140","M",39
"ID10004141","M",33
"ID10004142","M",33
"ID20004143","F",55
"ID20004144","F",56
"ID20004145","M",43
"ID10004146","M",36
"ID10004147","M",29
"ID20004148","M",39
"ID10004149","F",56
"ID10004150","M",31
"ID10004151","F",57
"ID20004152","M",33
"ID10004153","M",37
"ID10004154","M",31
"ID20004155","M",43
"ID20004156","M",32
"ID10004157","M",39
"ID20004158","M",29
"ID10004159","F",59
"ID20004160","M",36
"ID10004161","M",40
"ID20004162","M",41
"ID10004163","M",39
"ID10004164","M",38
"ID20004165","F",52
"ID10004166","M",45
"ID20004167","F",57
"ID20004168","M",32
"ID10004169","M",50
"ID20004170","M",33
"ID20004171","M",38
"ID20004172","M",29
"ID20004173","M",25
"ID20004174","M",34
"ID20004175","F",57
"ID10004176","M",32
"ID10004177","F",62
"ID10004178","M",40
"ID20004179","M",33
"ID10004180","M",43
"ID20004181","M",47
"ID10004182","M",35
"ID20004183","F",55
"ID20004184","M",35
"ID20004185","F",59
"ID10004186","F",59
"ID20004187","F",55
"ID10004188","F",55
"ID10004189","M",32
"ID10004190","M",30
"ID20004191","M",23
"ID10004192","F",52
"ID20004193","M",44
"ID20004194","F",58
"ID20004195","M",39
"ID10004196","M",41
"ID20004197","F",61
"ID20004198","F",57
"ID10004199","F",55
"ID10004200","M",30
"ID20004201","M",49
"ID10004202","F",52
"ID20004203","F",54
"ID10004204","F",61
"ID20004205","F",51
"ID20004206","M",32
"ID20004207","M",27
"ID20004208","M",24
"ID10004209","M",32
"ID20004210","F",56
"ID20004211","M",38
"ID10004212","F",51
"ID20004213","M",40
"ID10004214","M",42
"ID10004215","F",53
"ID20004216","F",56
"ID20004217","M",32
"ID10004218","F",55
"ID20004219","M",35
"ID20004220","F",55
"ID10004221","M",35
"ID20004222","M",36
"ID20004223","M",26
"ID10004224","F",56
"ID10004225","F",56
"ID10004226","F",58
"ID10004227","M",46
"ID20004228","F",53
"ID10004229","M",41
"ID20004230","M",33
"ID10004231","M",33
"ID20004232","M",15
"ID10004233","M",37
"ID20004234","M",42
"ID10004235","M",38
"ID10004236","M",32
"ID10004237","F",54
"ID20004238","M",36
"ID20004239","F",54
"ID20004240","M",39
"ID10004241","F",53
"ID10004242","F",56
"ID10004243","M",41
"ID10004244","M",44
"ID10004245","F",49
"ID20004246","M",29
"ID10004247","M",39
"ID10004248","F",58
"ID10004249","M",34
"ID10004250","F",54
"ID10004251","M",26
"ID20004252","F",62
"ID20004253","F",53
"ID10004254","M",32
"ID20004255","F",58
"ID10004256","F",54
"ID20004257","F",52
"ID10004258","M",33
"ID20004259","M",34
"ID10004260","F",57
"ID20004261","M",34
"ID20004262","M",26
"ID10004263","M",36
"ID10004264","M",37
"ID10004265","M",19
"ID20004266","M",34
"ID20004267","M",37
"ID20004268","M",38
"ID10004269","M",36
"ID10004270","M",29
"ID10004271","M",31
"ID20004272","M",42
"ID10004273","F",54
"ID10004274","F",58
"ID20004275","F",53
"ID20004276","F",57
"ID20004277","F",59
"ID10004278","F",54
"ID20004279","M",41
"ID20004280","M",38
"ID20004281","M",35
"ID10004282","M",13
"ID20004283","M",46
"ID20004284","F",60
"ID20004285","M",34
"ID20004286","M",37
"ID10004287","M",35
"ID20004288","F",57
"ID10004289","F",53
"ID20004290","M",37
"ID20004291","M",40
"ID20004292","F",57
"ID10004293","F",60
"ID10004294","M",39
"ID20004295","M",31
"ID20004296","F",54
"ID10004297","F",57
"ID20004298","F",53
"ID20004299","F",59
"ID10004300","F",54
"ID20004301","M",36
"ID20004302","M",22
"ID10004303","M",32
"ID10004304","M",39
"ID20004305","F",49
"ID10004306","M",41
"ID20004307","M",38
"ID20004308","F",52
"ID10004309","F",53
"ID20004310","M",39
"ID10004311","M",31
"ID20004312","F",58
"ID10004313","M",31
"ID10004314","M",30
"ID20004315","M",31
"ID10004316","F",55
"ID20004317","M",26
"ID10004318","M",33
"ID10004319","M",44
"ID10004320","M",37
"ID20004321","M",31
"ID20004322","F",53
"ID10004323","F",59
"ID20004324","F",58
"ID20004325","M",20
"ID20004326","F",56
"ID10004327","M",42
"ID10004328","F",57
"ID10004329","M",31
"ID20004330","M",41
"ID20004331","F",59
"ID10004332","M",28
"ID20004333","F",54
"ID10004334","M",32
"ID20004335","M",33
"ID20004336","M",19
"ID10004337","M",41
"ID20004338","M",30
"ID10004339","M",28
"ID20004340","F",56
"ID10004341","F",55
"ID10004342","M",40
"ID20004343","F",53
"ID20004344","F",60
"ID10004345","M",40
"ID10004346","F",53
"ID20004347","F",54
"ID10004348","F",59
"ID10004349","F",54
"ID20004350","M",25
"ID10004351","M",26
"ID10004352","F",50
"ID10004353","M",45
"ID10004354","M",42
"ID20004355","M",40
"ID20004356","M",37
"ID10004357","M",30
"ID20004358","M",30
"ID20004359","M",50
"ID20004360","M",38
"ID10004361","F",54
"ID20004362","F",57
"ID20004363","M",38
"ID10004364","F",56
"ID20004365","F",50
"ID20004366","M",42
"ID10004367","M",40
"ID10004368","M",36
"ID20004369","M",23
"ID10004370","F",52
"ID20004371","F",60
"ID20004372","F",54
"ID20004373","M",25
"ID20004374","F",56
"ID20004375","M",34
"ID20004376","F",59
"ID20004377","F",55
"ID20004378","M",36
"ID10004379","F",56
"ID10004380","F",54
"ID10004381","M",27
"ID10004382","M",37
"ID10004383","M",45
"ID20004384","M",39
"ID10004385","M",28
"ID10004386","F",53
"ID10004387","F",58
"ID10004388","F",57
"ID20004389","M",45
"ID20004390","M",33
"ID10004391","F",53
"ID10004392","M",39
"ID20004393","F",56
"ID10004394","M",31
"ID10004395","M",44
"ID10004396","M",16
"ID20004397","M",34
"ID20004398","M",33
"ID10004399","F",56
"ID10004400","M",38
"ID10004401","F",55
"ID10004402","M",40
"ID10004403","M",41
"ID10004404","F",59
"ID10004405","M",29
"ID20004406","F",58
"ID10004407","F",57
"ID10004408","M",31
"ID10004409","F",49
"ID20004410","M",35
"ID20004411","F",53
"ID10004412","M",34
"ID10004413","F",55
"ID20004414","F",54
"ID10004415","M",42
"ID20004416","F",57
"ID20004417","M",42
"ID10004418","F",57
"ID20004419","F",49
"ID20004420","F",53
"ID10004421","M",33
"ID10004422","M",38
"ID10004423","F",58
"ID20004424","M",31
"ID20004425","M",34
"ID20004426","F",55
"ID10004427","F",54
"ID20004428","F",59
"ID10004429","M",47
"ID20004430","M",37
"ID20004431","M",53
"ID20004432","M",35
"ID20004433","F",58
"ID10004434","M",35
"ID20004435","M",30
"ID20004436","M",44
"ID20004437","F",49
"ID10004438","M",39
"ID10004439","M",40
"ID10004440","M",35
"ID20004441","F",56
"ID10004442","M",53
"ID10004443","M",51
"ID10004444","F",52
"ID10004445","F",60
"ID20004446","F",53
"ID10004447","M",23
"ID20004448","M",38
"ID20004449","M",46
"ID10004450","M",48
"ID10004451","F",47
"ID10004452","F",50
"ID10004453","F",58
"ID20004454","M",57
"ID10004455","M",41
"ID10004456","M",35
"ID20004457","M",34
"ID10004458","M",26
"ID10004459","M",30
"ID20004460","F",60
"ID20004461","F",53
"ID20004462","M",44
"ID20004463","M",38
"ID20004464","M",31
"ID20004465","M",42
"ID20004466","M",34
"ID10004467","F",53
"ID20004468","M",37
"ID10004469","F",50
"ID10004470","F",56
"ID20004471","M",36
"ID10004472","F",54
"ID10004473","M",44
"ID10004474","M",28
"ID20004475","M",38
"ID20004476","M",32
"ID20004477","M",41
"ID20004478","F",54
"ID20004479","M",21
"ID10004480","M",35
"ID20004481","M",36
"ID20004482","F",55
"ID10004483","M",32
"ID20004484","F",54
"ID20004485","F",45
"ID20004486","F",65
"ID10004487","F",57
"ID20004488","M",46
"ID20004489","F",54
"ID10004490","M",27
"ID10004491","M",41
"ID20004492","F",51
"ID10004493","M",43
"ID20004494","F",52
"ID20004495","M",38
"ID20004496","F",55
"ID10004497","M",26
"ID10004498","M",49
"ID10004499","F",56
"ID10004500","F",55
"ID10004501","F",55
"ID10004502","F",60
"ID10004503","M",32
"ID20004504","F",51
"ID10004505","M",34
"ID10004506","F",54
"ID20004507","M",41
"ID20004508","F",52
"ID20004509","M",25
"ID10004510","F",57
"ID20004511","F",54
"ID10004512","M",33
"ID20004513","M",43
"ID10004514","M",42
"ID10004515","F",53
"ID20004516","M",33
"ID10004517","F",53
"ID20004518","M",43
"ID20004519","M",28
"ID20004520","M",37
"ID10004521","M",38
"ID10004522","M",54
"ID20004523","M",39
"ID20004524","M",31
"ID20004525","M",37
"ID10004526","M",42
"ID20004527","M",28
"ID20004528","F",54
"ID10004529","M",29
"ID10004530","M",34
"ID10004531","M",36
"ID20004532","F",55
"ID20004533","M",36
"ID10004534","F",53
"ID10004535","M",24
"ID20004536","F",52
"ID10004537","M",26
"ID20004538","M",35
"ID20004539","M",42
"ID10004540","F",56
"ID20004541","M",50
"ID20004542","M",42
"ID20004543","M",38
"ID20004544","F",60
"ID20004545","M",39
"ID20004546","M",34
"ID20004547","M",31
"ID10004548","M",30
"ID10004549","M",34
"ID10004550","M",37
"ID10004551","M",31
"ID10004552","F",56
"ID10004553","F",51
"ID20004554","M",29
"ID10004555","M",33
"ID20004556","M",45
"ID10004557","M",36
"ID10004558","M",39
"ID10004559","M",47
"ID10004560","F",55
"ID20004561","M",46
"ID20004562","M",36
"ID20004563","F",56
"ID10004564","M",31
"ID10004565","M",24
"ID10004566","M",17
"ID20004567","F",56
"ID20004568","M",25
"ID20004569","M",29
"ID20004570","F",52
"ID20004571","M",32
"ID10004572","M",34
"ID20004573","M",23
"ID10004574","M",15
"ID20004575","M",33
"ID20004576","M",34
"ID10004577","F",55
"ID20004578","F",61
"ID20004579","F",56
"ID20004580","F",53
"ID10004581","M",23
"ID10004582","M",41
"ID10004583","F",48
"ID10004584","F",52
"ID20004585","M",26
"ID10004586","M",39
"ID10004587","M",50
"ID20004588","M",29
"ID10004589","F",58
"ID20004590","M",36
"ID20004591","F",61
"ID10004592","F",52
"ID20004593","M",38
"ID20004594","F",60
"ID20004595","F",53
"ID10004596","M",41
"ID20004597","M",26
"ID20004598","M",47
"ID10004599","F",56
"ID10004600","M",35
"ID20004601","F",53
"ID20004602","M",41
"ID20004603","M",28
"ID20004604","M",44
"ID10004605","M",27
"ID20004606","M",32
"ID10004607","F",55
"ID10004608","F",56
"ID10004609","F",56
"ID20004610","F",60
"ID10004611","M",34
"ID10004612","M",30
"ID10004613","M",36
"ID10004614","M",38
"ID20004615","M",30
"ID20004616","M",33
"ID10004617","M",31
"ID10004618","F",55
"ID20004619","F",53
"ID10004620","M",37
"ID10004621","F",55
"ID10004622","F",61
"ID20004623","M",30
"ID10004624","M",43
"ID10004625","M",39
"ID10004626","M",29
"ID20004627","F",53
"ID10004628","M",32
"ID20004629","M",29
"ID10004630","M",43
"ID20004631","F",51
"ID10004632","M",31
"ID10004633","F",58
"ID10004634","M",38
"ID10004635","F",54
"ID20004636","M",35
"ID20004637","M",27
"ID10004638","F",55
"ID20004639","M",33
"ID20004640","F",51
"ID10004641","M",32
"ID20004642","M",41
"ID20004643","M",43
"ID20004644","M",42
"ID10004645","F",54
"ID10004646","F",56
"ID10004647","F",56
"ID10004648","M",43
"ID10004649","M",37
"ID10004650","F",60
"ID10004651","M",34
"ID20004652","F",55
"ID20004653","M",30
"ID10004654","F",51
"ID20004655","F",58
"ID20004656","M",29
"ID20004657","M",46
"ID10004658","F",52
"ID10004659","M",33
"ID20004660","M",47
"ID10004661","F",57
"ID20004662","F",51
"ID10004663","M",35
"ID20004664","M",31
"ID20004665","M",35
"ID20004666","F",56
"ID20004667","F",54
"ID10004668","F",57
"ID20004669","M",27
"ID10004670","F",53
"ID20004671","F",49
"ID20004672","F",51
"ID10004673","M",24
"ID10004674","F",58
"ID20004675","F",54
"ID10004676","F",52
"ID20004677","M",31
"ID10004678","M",26
"ID10004679","M",35
"ID10004680","F",53
"ID10004681","F",54
"ID10004682","F",59
"ID10004683","F",56
"ID10004684","M",39
"ID20004685","F",51
"ID20004686","F",52
"ID20004687","M",27
"ID20004688","M",39
"ID10004689","M",47
"ID10004690","M",35
"ID10004691","M",38
"ID20004692","F",56
"ID10004693","M",34
"ID20004694","F",57
"ID20004695","M",47
"ID10004696","F",53
"ID10004697","F",55
"ID20004698","M",41
"ID10004699","F",59
"ID10004700","F",61
"ID20004701","F",58
"ID20004702","M",18
"ID10004703","F",54
"ID10004704","M",38
"ID10004705","M",32
"ID20004706","F",51
"ID10004707","M",37
"ID20004708","F",54
"ID20004709","M",41
"ID20004710","M",35
"ID20004711","M",33
"ID10004712","M",32
"ID20004713","M",43
"ID10004714","F",62
"ID10004715","F",57
"ID10004716","F",55
"ID10004717","M",22
"ID20004718","F",57
"ID20004719","F",55
"ID20004720","M",32
"ID10004721","M",34
"ID20004722","M",40
"ID20004723","F",51
"ID10004724","M",29
"ID20004725","F",51
"ID10004726","F",55
"ID10004727","F",52
"ID10004728","M",42
"ID20004729","M",48
"ID20004730","M",46
"ID10004731","F",58
"ID10004732","M",36
"ID10004733","F",59
"ID20004734","M",28
"ID10004735","M",45
"ID10004736","M",42
"ID20004737","M",25
"ID20004738","M",42
"ID10004739","M",39
"ID20004740","M",52
"ID20004741","M",37
"ID10004742","F",57
"ID10004743","F",49
"ID10004744","M",30
"ID20004745","F",61
"ID20004746","M",38
"ID10004747","M",40
"ID20004748","M",24
"ID10004749","M",29
"ID20004750","F",56
"ID20004751","F",50
"ID20004752","F",53
"ID10004753","F",56
"ID20004754","M",48
"ID10004755","M",38
"ID20004756","M",34
"ID10004757","M",35
"ID10004758","M",38
"ID20004759","F",55
"ID10004760","F",51
"ID20004761","F",56
"ID10004762","M",45
"ID20004763","M",30
"ID10004764","F",55
"ID20004765","F",58
"ID20004766","M",46
"ID10004767","M",36
"ID20004768","F",60
"ID10004769","M",35
"ID20004770","M",24
"ID10004771","M",30
"ID10004772","M",44
"ID20004773","M",37
"ID10004774","F",53
"ID20004775","M",28
"ID10004776","F",58
"ID20004777","M",38
"ID10004778","M",36
"ID20004779","F",54
"ID10004780","M",23
"ID10004781","M",39
"ID20004782","M",45
"ID20004783","M",22
"ID10004784","M",37
"ID20004785","M",39
"ID10004786","M",27
"ID10004787","M",37
"ID10004788","M",37
"ID20004789","M",36
"ID20004790","M",25
"ID20004791","F",50
"ID20004792","M",41
"ID10004793","M",24
"ID20004794","M",25
"ID20004795","M",41
"ID20004796","F",57
"ID10004797","M",32
"ID20004798","M",35
"ID20004799","M",33
"ID10004800","F",53
"ID20004801","F",55
"ID20004802","M",39
"ID10004803","M",50
"ID10004804","M",27
"ID20004805","M",34
"ID10004806","F",59
"ID20004807","M",39
"ID20004808","M",43
"ID20004809","F",56
"ID20004810","F",60
"ID10004811","F",62
"ID10004812","F",52
"ID10004813","M",34
"ID10004814","M",37
"ID10004815","M",22
"ID10004816","M",34
"ID20004817","F",54
"ID10004818","M",43
"ID10004819","F",53
"ID10004820","F",58
"ID10004821","F",50
"ID20004822","M",34
"ID10004823","F",60
"ID10004824","M",22
"ID10004825","F",57
"ID20004826","F",56
"ID10004827","M",35
"ID20004828","M",37
"ID10004829","F",55
"ID20004830","M",36
"ID10004831","M",37
"ID20004832","F",58
"ID10004833","F",56
"ID10004834","M",35
"ID20004835","M",34
"ID20004836","M",33
"ID20004837","M",35
"ID20004838","F",56
"ID10004839","M",31
"ID20004840","F",56
"ID10004841","F",54
"ID10004842","F",53
"ID20004843","M",31
"ID10004844","F",56
"ID10004845","M",27
"ID20004846","M",32
"ID20004847","F",50
"ID10004848","F",53
"ID10004849","F",60
"ID20004850","F",55
"ID20004851","F",51
"ID20004852","M",50
"ID20004853","M",37
"ID10004854","F",63
"ID20004855","M",40
"ID20004856","M",27
"ID10004857","M",35
"ID20004858","F",55
"ID10004859","F",53
"ID10004860","M",41
"ID20004861","F",56
"ID20004862","M",33
"ID20004863","F",53
"ID10004864","M",30
"ID20004865","M",43
"ID10004866","F",58
"ID10004867","M",26
"ID10004868","M",28
"ID10004869","M",39
"ID10004870","F",56
"ID20004871","F",55
"ID10004872","M",41
"ID20004873","M",40
"ID10004874","F",48
"ID20004875","F",58
"ID20004876","F",53
"ID10004877","M",28
"ID20004878","M",26
"ID20004879","M",33
"ID10004880","F",55
"ID10004881","F",52
"ID10004882","F",60
"ID10004883","M",42
"ID10004884","M",39
"ID10004885","M",36
"ID20004886","F",58
"ID10004887","F",57
"ID20004888","M",33
"ID20004889","M",34
"ID10004890","M",41
"ID10004891","F",54
"ID10004892","M",32
"ID20004893","F",51
"ID10004894","M",32
"ID10004895","M",50
"ID10004896","M",42
"ID20004897","F",53
"ID10004898","F",56
"ID10004899","M",43
"ID10004900","M",33
"ID10004901","F",52
"ID10004902","F",49
"ID10004903","M",27
"ID10004904","F",53
"ID20004905","M",37
"ID20004906","M",34
"ID10004907","M",29
"ID20004908","F",52
"ID10004909","M",38
"ID10004910","M",28
"ID10004911","M",36
"ID20004912","M",39
"ID10004913","M",33
"ID20004914","F",51
"ID20004915","M",39
"ID10004916","M",40
"ID20004917","M",24
"ID10004918","M",24
"ID20004919","F",62
"ID10004920","M",38
"ID10004921","M",44
"ID20004922","F",56
"ID20004923","M",31
"ID10004924","M",30
"ID10004925","M",49
"ID10004926","F",55
"ID10004927","F",55
"ID10004928","F",53
"ID20004929","M",23
"ID20004930","M",40
"ID10004931","M",35
"ID20004932","M",24
"ID10004933","F",52
"ID20004934","M",36
"ID20004935","M",30
"ID20004936","F",51
"ID10004937","M",36
"ID10004938","F",53
"ID20004939","M",37
"ID10004940","M",30
"ID10004941","F",53
"ID20004942","F",51
"ID20004943","M",32
"ID20004944","F",55
"ID10004945","F",55
"ID20004946","M",45
"ID20004947","M",23
"ID20004948","F",52
"ID20004949","F",59
"ID20004950","F",57
"ID20004951","M",39
"ID20004952","M",39
"ID10004953","M",30
"ID20004954","M",39
"ID10004955","F",59
"ID10004956","M",43
"ID10004957","M",29
"ID20004958","F",52
"ID10004959","F",54
"ID20004960","F",54
"ID20004961","M",28
"ID10004962","F",50
"ID10004963","M",34
"ID10004964","M",31
"ID20004965","F",58
"ID20004966","M",29
"ID20004967","F",48
"ID10004968","M",28
"ID10004969","F",53
"ID10004970","M",30
"ID20004971","M",28
"ID10004972","M",37
"ID10004973","M",25
"ID20004974","M",37
"ID10004975","F",60
"ID20004976","M",34
"ID10004977","M",36
"ID10004978","F",53
"ID10004979","M",46
"ID20004980","F",53
"ID10004981","M",38
"ID10004982","F",56
"ID20004983","F",51
"ID20004984","F",58
"ID10004985","M",22
"ID10004986","F",54
"ID10004987","F",58
"ID20004988","F",58
"ID10004989","M",40
"ID20004990","F",54
"ID10004991","F",59
"ID10004992","F",56
"ID10004993","M",23
"ID10004994","M",35
"ID20004995","M",39
"ID10004996","M",23
"ID10004997","M",33
"ID20004998","M",39
"ID10004999","F",57
"ID20005000","M",43
"ID20005001","M",49
"ID10005002","F",54
"ID20005003","M",33
"ID10005004","F",56
"ID20005005","F",53
"ID20005006","M",50
"ID10005007","M",30
"ID20005008","M",35
"ID10005009","F",56
"ID10005010","M",33
"ID10005011","F",55
"ID20005012","M",30
"ID20005013","M",29
"ID20005014","M",51
"ID20005015","F",57
"ID20005016","F",53
"ID20005017","F",51
"ID20005018","M",32
"ID10005019","M",41
"ID10005020","M",41
"ID10005021","M",26
"ID20005022","M",42
"ID10005023","F",55
"ID10005024","M",53
"ID10005025","M",38
"ID10005026","M",27
"ID10005027","M",44
"ID20005028","M",27
"ID20005029","F",57
"ID10005030","M",30
"ID20005031","M",39
"ID10005032","F",59
"ID20005033","M",36
"ID10005034","M",46
"ID20005035","M",42
"ID20005036","M",40
"ID10005037","F",59
"ID20005038","F",54
"ID10005039","M",30
"ID10005040","M",42
"ID20005041","M",34
"ID20005042","M",31
"ID20005043","F",55
"ID10005044","F",51
"ID10005045","F",56
"ID10005046","F",55
"ID10005047","F",53
"ID10005048","F",52
"ID20005049","M",33
"ID10005050","M",30
"ID10005051","M",32
"ID10005052","F",52
"ID20005053","M",36
"ID20005054","M",32
"ID10005055","M",32
"ID20005056","M",44
"ID20005057","M",49
"ID20005058","M",47
"ID20005059","M",47
"ID10005060","M",35
"ID10005061","F",54
"ID10005062","F",54
"ID10005063","M",35
"ID20005064","M",34
"ID20005065","M",28
"ID20005066","M",33
"ID20005067","M",27
"ID20005068","M",27
"ID20005069","F",63
"ID20005070","M",41
"ID20005071","F",56
"ID10005072","M",23
"ID20005073","M",30
"ID10005074","M",38
"ID20005075","F",54
"ID20005076","M",28
"ID10005077","M",38
"ID20005078","M",37
"ID20005079","M",46
"ID20005080","F",55
"ID20005081","F",58
"ID10005082","M",30
"ID10005083","F",62
